old_id,new_id,old_title,new_title,average_rating,ratings_count,text_reviews_count,author,author_id,image_url,small_image_url,publication_year,percent_positive,percent_negative,percent_neutral,overall_sentiment
4879,6443254,The Darkness (Vampire Huntress Legend #10),The Vampire Huntress Legends: Dawn and Darkness,4.12,261,17,L.A. Banks,1356336,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341721464l/6443254._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341721464l/6443254._SY75_.jpg,2006,0.3,0.5,0.2,0.4
4881,4457727,The Thirteenth (Vampire Huntress Legend #12),"The Thirteenth (Vampire Huntress, #12)",4.44,1358,52,L.A. Banks,1356336,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.6,0.1,0.3,0.35
4882,104159,Twilight Watch (Watch #3),Twilight Watch (Watch #3),4.12,17057,508,Sergei Lukyanenko,32637,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382426338l/104159._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382426338l/104159._SY75_.jpg,2004,0.2,0.6,0.2,0.4
4883,9640024,Working Stiff (Revivalist #1),"Working Stiff (Revivalist, #1)",3.67,4621,655,Rachel Caine,15292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327894689l/9640024._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327894689l/9640024._SY75_.jpg,2011,0.3,0.6,0.1,0.45
4884,12925173,Two Weeks' Notice (Revivalist #2),"Two Weeks' Notice (Revivalist, #2)",3.92,2190,243,Rachel Caine,15292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331685203l/12925173._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331685203l/12925173._SY75_.jpg,2012,0.4,0.2,0.4,0.3
4885,15790603,Terminated (Revivalist #3),"Terminated (Revivalist, #3)",3.93,1371,145,Rachel Caine,15292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365044052l/15790603._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365044052l/15790603._SY75_.jpg,2013,0.4,0.2,0.4,0.3
4886,33555,What Dreams May Come,What Dreams May Come,3.95,11382,1037,Richard Matheson,8726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1978,0.3,0.5,0.2,0.4
4887,33547,Hell House,Hell House,3.79,37470,2468,Richard Matheson,8726,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384259876l/33547._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384259876l/33547._SX50_.jpg,1971,0.3,0.6,0.1,0.45
4888,33553,A Stir of Echoes,A Stir of Echoes,3.89,11856,665,Richard Matheson,8726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1958,0.2,0.7,0.1,0.45
4889,754253,The Incredible Shrinking Man,The Incredible Shrinking Man,3.8,6807,484,Richard Matheson,8726,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357163071l/754253._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357163071l/754253._SY75_.jpg,1956,0.2,0.2,0.6,0.2
4890,1237300,Shock,The Shock Doctrine: The Rise of Disaster Capitalism,4.24,38629,2804,Naomi Klein,419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.1,0.1,0.8,0.1
4891,6457229,The Monstrumologist (The Monstrumologist #1),"The Monstrumologist (The Monstrumologist, #1)",3.89,17708,2773,Rick Yancey,3377941,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307409930l/6457229._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307409930l/6457229._SY75_.jpg,2009,0.3,0.5,0.2,0.4
4892,7775755,The Curse of the Wendigo (The Monstrumologist #2),"The Curse of the Wendigo (The Monstrumologist, #2)",4.17,6748,820,Rick Yancey,3377941,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319724787l/7775755._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319724787l/7775755._SY75_.jpg,2010,0.6,0.4,0,0.5
4893,9955669,The Isle of Blood (The Monstrumologist #3),"The Isle of Blood (The Monstrumologist, #3)",4.24,4600,537,Rick Yancey,3377941,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.1,0.6,0.3,0.35
4894,13260751,The Final Descent (The Monstrumologist #4),"The Final Descent (The Monstrumologist, #4)",3.81,2940,484,Rick Yancey,3377941,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357871543l/13260751._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357871543l/13260751._SY75_.jpg,2013,0.2,0.1,0.7,0.15
4895,1137215,Boneshaker (The Clockwork Century #1),"Boneshaker (The Clockwork Century, #1)",3.51,31134,4074,Cherie Priest,221253,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.3,0.6,0.1,0.45
4896,7911067,Dreadnought (The Clockwork Century #2),"Dreadnought (The Clockwork Century, #2)",3.87,7595,752,Cherie Priest,221253,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.3,0.2,0.5,0.25
4897,26878521,Midnight Mass,"Midnight Mass (Priest, #1.5)",4.12,4127,608,Sierra Simone,7369992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448310398l/26878521._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448310398l/26878521._SY75_.jpg,2015,0.5,0.4,0.1,0.45
4898,16181775,SIMS,"The Rosie Project (Don Tillman, #1)",4.02,447193,39876,Graeme Simsion,1895943,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371651741l/16181775._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371651741l/16181775._SY75_.jpg,2013,0.3,0.5,0.2,0.4
4899,10866880,The Dark at the End,"The Dark at the End (Repairman Jack, #15)",4.2,1934,118,F. Paul Wilson,20561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.3,0.3,0.4,0.3
4900,6739080,Hater (Hater #1),"Hater (Hater, #1)",3.65,9649,885,David Moody,117582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.4,0.6,0,0.5
4901,7171452,Dog Blood (Hater #2),"Dog Blood (Hater, #2)",3.78,3652,254,David Moody,117582,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329626556l/7171452._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329626556l/7171452._SX50_.jpg,2010,0.1,0.1,0.8,0.1
4902,8103876,Autumn (Autumn #1),"Autumn (Autumn, #1)",3.67,6442,542,David Moody,117582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.2,0.5,0.3,0.35
4903,7978315,Autumn: The City (Autumn #2),"Mary Ann in Autumn (Tales of the City, #8)",4.01,5756,692,Armistead Maupin,10022,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278046571l/7978315._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278046571l/7978315._SY75_.jpg,2010,0.2,0.6,0.2,0.4
4904,18126643,Autumn: The Human Condition (Autumn #6),"The Human Condition (Autumn, #6)",3.87,945,43,David Moody,117582,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372153622l/18126643._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372153622l/18126643._SY75_.jpg,2005,0.4,0.5,0.1,0.45
4905,20709190,Straight to You,Straight to You,4.05,247,43,David Moody,117582,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391515369l/20709190._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391515369l/20709190._SY75_.jpg,1996,0.3,0.4,0.3,0.35
4906,17860217,Trust,"Trust in Me (Wait for You, #1.5)",4.25,32963,2142,Jennifer L. Armentrout,4476934,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376561229l/17860217._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376561229l/17860217._SY75_.jpg,2013,0.1,0.8,0.1,0.45
4907,6526,Book Of The Dead,"Book of the Dead (Kay Scarpetta, #15)",3.67,28379,1617,Patricia Cornwell,1025097,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.2,0.5,0.3,0.35
4908,17457124,Red Hill,"Red Hill (Red Hill, #1)",3.89,12380,1939,Jamie McGuire,4464118,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374859114l/17457124._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374859114l/17457124._SY75_.jpg,2013,0.4,0.5,0.1,0.45
4909,9975679,Ashes (Ashes Trilogy #1),"Ashes (Ashes Trilogy, #1)",3.93,24276,2954,Ilsa J. Bick,143691,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.3,0.2,0.5,0.25
4910,11320138,Shadows (Ashes Trilogy #2),"Shadows (Ashes Trilogy, #2)",3.78,10114,1117,Ilsa J. Bick,143691,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343058490l/11320138._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343058490l/11320138._SY75_.jpg,2012,0.2,0.6,0.2,0.4
4911,15947841,Monsters (Ashes Trilogy #3),"Monsters (Ashes Trilogy, #3)",3.74,4926,610,Ilsa J. Bick,143691,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372185588l/15947841._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372185588l/15947841._SY75_.jpg,2013,0.2,0.5,0.3,0.35
4912,125965,Ghost Road Blues (Pine Deep #1),"Ghost Road Blues (Pine Deep, #1)",3.78,7240,545,Jonathan Maberry,72451,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.4,0.1,0.5,0.25
4913,215606,Dead Man's Song (Pine Deep #2),"Dead Man's Song (Pine Deep, #2)",4.08,3260,247,Jonathan Maberry,72451,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.1,0.3,0.6,0.2
4914,2314130,Bad Moon Rising (Pine Deep #3),"Bad Moon Rising (Pine Deep, #3)",4.15,3677,245,Jonathan Maberry,72451,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.3,0.3,0.4,0.3
4915,10779721,Dead of Night (Dead of Night #1),"Dead of Night (Dead of Night, #1)",3.97,6160,523,Jonathan Maberry,72451,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.4,0.4,0.2,0.4
4916,13498652,V-Wars,V-Wars (V-Wars: Chronicles of the Vampire Wars #1),3.72,1456,205,Jonathan Maberry,72451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330102518l/13498652._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330102518l/13498652._SY75_.jpg,2014,0.2,0.6,0.2,0.4
4917,84073,Black Blood (The Last Vampire #2),"Black Blood (The Last Vampire, #2)",3.92,4774,142,Christopher Pike,19954,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344662036l/84073._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344662036l/84073._SY75_.jpg,1994,0.3,0.3,0.4,0.3
4918,11590,'Salem's Lot,'Salem's Lot,4.03,333778,10376,Stephen King,3389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327891565l/11590._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327891565l/11590._SY75_.jpg,1975,0.2,0.4,0.4,0.3
4919,11588,The Shining (The Shining #1),The Shining,4.23,1125963,24812,Stephen King,3389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730l/11588._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730l/11588._SY75_.jpg,1977,0.3,0.3,0.4,0.3
4920,6356190,The Little Sisters of Eluria (The Dark Tower #0.5),"The Little Sisters of Eluria (The Dark Tower, #0.5)",4.22,17934,266,Stephen King,3389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328794822l/6356190._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328794822l/6356190._SY75_.jpg,1998,0.2,0.3,0.5,0.25
4921,11573,The Dead Zone,The Dead Zone,3.93,180759,4124,Stephen King,3389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622l/11573._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622l/11573._SY75_.jpg,1979,0.1,0.2,0.7,0.15
4922,15773951,"I, Zombie","I, Zombie",3.68,3558,469,Hugh Howey,3064305,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343452279l/15773951._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343452279l/15773951._SX50_.jpg,2012,0.1,0.1,0.8,0.1
4923,10614,Misery,Misery,4.17,498094,12426,Stephen King,3389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614._SY75_.jpg,1987,0.6,0.2,0.2,0.4
4924,11564,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,3.6,132872,5005,Stephen King,3389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580235339l/11564._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580235339l/11564._SY75_.jpg,1999,0.4,0.3,0.3,0.35
4925,8908,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,4.01,439523,25605,Max Brooks,5791,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647l/8908._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647l/8908._SX50_.jpg,2006,0.3,0.1,0.6,0.2
4926,18524947,Donners of the Dead,Donners of the Dead,3.86,2003,431,Karina Halle,4785031,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386159805l/18524947._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386159805l/18524947._SX50_.jpg,2014,0.2,0.4,0.4,0.3
4929,17334178,Flesh and Bone (Benny Imura #3),"Flesh & Bone (Benny Imura, #3)",4.21,11279,898,Jonathan Maberry,72451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363008392l/17334178._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363008392l/17334178._SY75_.jpg,2012,0.3,0.6,0.1,0.45
4930,19550059,Fire and Ash (Benny Imura #4),"Fire and Ash (Benny Imura, #4)",4.35,7390,719,Jonathan Maberry,72451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405887272l/19550059._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405887272l/19550059._SX50_.jpg,2013,0.5,0.4,0.1,0.45
4931,3432478,The Forest of Hands and Teeth (The Forest of Hands and Teeth #1),"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",3.59,81136,8810,Carrie Ryan,1443712,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320633297l/3432478._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320633297l/3432478._SY75_.jpg,2009,0.1,0.1,0.8,0.1
4932,6555517,The Dead-Tossed Waves (The Forest of Hands and Teeth #2),"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",3.9,29888,2708,Carrie Ryan,1443712,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.2,0.1,0.7,0.15
4933,8535273,The Dark and Hollow Places (The Forest of Hands and Teeth #3),"The Dark and Hollow Places (The Forest of Hands and Teeth, #3)",4.02,21817,1981,Carrie Ryan,1443712,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.1,0.5,0.4,0.3
4934,282284,Way of the Wolf (Vampire Earth #1),Way of the Wolf (Vampire Earth #1),3.87,4403,254,E.E. Knight,103321,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309202032l/282284._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309202032l/282284._SY75_.jpg,2001,0.1,0.1,0.8,0.1
4935,5291733,Winter Duty (Vampire Earth #8),"Winter Duty (Vampire Earth, #8)",3.84,1326,37,E.E. Knight,103321,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.1,0.7,0.2,0.4
4936,7234912,March in Country (Vampire Earth #9),"March in Country (Vampire Earth, #9)",3.88,1088,37,E.E. Knight,103321,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283396988l/7234912._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283396988l/7234912._SX50_.jpg,2011,0.3,0.1,0.6,0.2
4937,40313,Full Tilt,Full Tilt (Full #2),3.73,17226,376,Janet Evanovich,2384,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479699860l/40313._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479699860l/40313._SY75_.jpg,2002,0.1,0.5,0.4,0.3
4938,4031,Lunar Park,Lunar Park,3.64,30967,1008,Bret Easton Ellis,2751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.4,0.2,0.4,0.3
4939,28676,American Psycho,American Psycho,3.82,242013,10271,Bret Easton Ellis,2751,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436934349l/28676._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436934349l/28676._SY75_.jpg,1991,0.2,0.3,0.5,0.25
4940,8088,Sunshine,Sunshine,3.85,37398,4357,Robin McKinley,5339,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571338028l/8088._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571338028l/8088._SY75_.jpg,2003,0.3,0.1,0.6,0.2
4941,881196,Necroscope II: Wamphyri (Necroscope #2),"Necroscope II: Wamphyri! (Necroscope, # 2)",4.11,6952,164,Brian Lumley,20602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,0.6,0.4,0,0.5
4942,43763,Vampire$,"Interview with the Vampire (The Vampire Chronicles, #1)",4,484281,10262,Anne Rice,7577,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642l/43763._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642l/43763._SY75_.jpg,1976,0.3,0.4,0.3,0.35
