old_id,new_id,old_title,new_title,average_rating,ratings_count,text_reviews_count,author,author_id,image_url,small_image_url,publication_year,percent_positive,percent_negative,percent_neutral,overall_sentiment
2483,12505321,Eternal Blood (Mark of the Vampire #0),"Eternal Blood (Mark of the Vampire, #2.5)",3.99,725,60,Laura Wright,4201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319226461l/12505321._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319226461l/12505321._SY75_.jpg,2012,0.3,0.6,0.1,0.45
2485,16169353,Raphael Parish (Bayou Heat #1),"Raphael/Parish (Bayou Heat, #1-2)",3.96,3834,441,Alexandra Ivy,40881,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353823045l/16169353._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353823045l/16169353._SY75_.jpg,2013,0.4,0.3,0.3,0.35
2486,16170734,Bayon Jean-Baptiste (Bayou Heat #3),"Bayon/Jean-Baptiste (Bayou Heat, #3-4)",4.11,2394,233,Alexandra Ivy,40881,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353878843l/16170734._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353878843l/16170734._SY75_.jpg,2013,0.3,0.5,0.2,0.4
2487,8343267,Dust of Dreams (The Malazan Book of the Fallen #9),Dust of Dreams (The Malazan Book of the Fallen #9),4.31,23148,660,Steven Erikson,31232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.6,0.4,0,0.5
2488,16170776,Talon/Xavier (Bayou Heat #5),"Talon/Xavier (Bayou Heat, #5-6)",4.16,1893,139,Alexandra Ivy,40881,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353880358l/16170776._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353880358l/16170776._SY75_.jpg,2013,0.3,0.1,0.6,0.2
2489,41449260,Armed & Magical (Raine Benares #2),"D-Day Girls: The Spies Who Armed the Resistance, Sabotaged the Nazis, and Helped Win World War II",3.74,2845,560,Sarah Rose,384202,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540944641l/41449260._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540944641l/41449260._SY75_.jpg,2019,0.4,0.2,0.4,0.3
2490,5201659,The Trouble with Demons (Raine Benares #3),The Trouble with Demons (Raine Benares #3),3.99,3642,181,Lisa Shearin,336058,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266649228l/5201659._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266649228l/5201659._SY75_.jpg,2009,0.3,0.5,0.2,0.4
2510,13006134,The Vampire's Reflection (Of Light and Darkness #2),The Vampire's Reflection (Of Light and Darkness #2),3.91,123,21,Shayne Leighton,4524033,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365173446l/13006134._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365173446l/13006134._SX50_.jpg,2013,0.4,0.3,0.3,0.35
2511,84158,Midnight Pleasures (Wild Wulfs of London #0),Midnight Pleasures (Wild Wulfs of London #0.5; Dream-Hunter #0.5),4.17,12103,204,Amanda Ashley,48190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,0.4,0.6,0,0.5
2512,10398160,Bound by Night (Bound #1),"Bound by Night (Bound, #1)",3.8,2235,206,Amanda Ashley,48190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.2,0.7,0.1,0.45
2513,127459,The Sweet Far Thing (Gemma Doyle #3),"The Sweet Far Thing (Gemma Doyle, #3)",3.96,65404,3891,Libba Bray,2526,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358704741l/127459._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358704741l/127459._SY75_.jpg,2007,0.4,0.4,0.2,0.4
2514,41021196,Fool's Assassin (The Fitz and The Fool Trilogy #1),"Fool's Assassin (The Fitz and The Fool Trilogy, #1)",4.38,42042,2820,Robin Hobb,25307,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533132942l/41021196._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533132942l/41021196._SY75_.jpg,2014,0.3,0.3,0.4,0.3
2515,11042027,Bound By Blood (Bound #2),"Bound by Blood (Bound, #1)",3.71,7863,551,Cynthia Eden,153738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,0.3,0.1,0.6,0.2
2517,181494,Child of Flame (Crown of Stars #4),"Child of Flame (Crown of Stars, #4)",3.84,4659,76,Kate Elliott,8660,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,0.4,0.6,0,0.5
2518,239840,Dead Perfect,"Dead By Sunset: Perfect Husband, Perfect Killer?",4.08,6570,294,Ann Rule,9678,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,0.2,0.6,0.2,0.4
2519,13119986,Desire the Night,Desire the Night,3.7,620,61,Amanda Ashley,48190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342728457l/13119986._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342728457l/13119986._SY75_.jpg,2012,0.4,0.1,0.5,0.25
2520,188276,Immortal Sins,"My Immortal (Seven Deadly Sins, #1)",3.58,1514,113,Erin McCarthy,7941,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.4,0.1,0.5,0.25
2521,40725668,Midnight Embrace,Midnight Embrace,3.92,1550,73,Amanda Ashley,48190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530803080l/40725668._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530803080l/40725668._SY75_.jpg,2002,0.2,0.4,0.4,0.3
2522,244496,A Whisper of Eternity,A Whisper of Eternity,3.95,915,47,Amanda Ashley,48190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343546427l/244496._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343546427l/244496._SY75_.jpg,2004,0.4,0.3,0.3,0.35
2523,15787446,Beneath a Midnight Moon,Beneath a Midnight Moon,3.88,157,8,Amanda Ashley,48190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344160468l/15787446._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344160468l/15787446._SY75_.jpg,2012,0.4,0.5,0.1,0.45
2524,15815376,As Twilight Falls,"As Twilight Falls (Morgan Creek, #1)",3.87,729,76,Amanda Ashley,48190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354859377l/15815376._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354859377l/15815376._SY75_.jpg,2013,0.3,0.3,0.4,0.3
2525,490216,After Twilight (Dark #0),"After Twilight (Dark, #6.5; Donavons #1)",4.19,7450,68,Amanda Ashley,48190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327939643l/490216._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327939643l/490216._SY75_.jpg,2001,0.1,0.2,0.7,0.15
2526,478951,The Bonehunters (The Malazan Book of the Fallen #6),"The Bonehunters (Malazan Book of the Fallen, #6)",4.45,31140,892,Steven Erikson,31232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399934281l/478951._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399934281l/478951._SY75_.jpg,2006,0.2,0.3,0.5,0.25
2527,47989,Night Watch (Discworld #29),"Night Watch (Discworld, #29; City Watch, #6)",4.5,94017,2375,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310l/47989._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310l/47989._SY75_.jpg,2002,0.6,0.3,0.1,0.45
2528,34506,The Light Fantastic (Discworld #2),"The Light Fantastic (Discworld, #2; Rincewind #2)",3.97,123394,3580,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,0.2,0.3,0.5,0.25
2529,822200,The Society of S (Ethical Vampire #1),"The Society of S (Ethical Vampire, #1)",3.4,3593,523,Susan Hubbard,242473,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337157283l/822200._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337157283l/822200._SX50_.jpg,2007,0.1,0.5,0.4,0.3
2530,2516188,The Year of Disappearances (Ethical Vampire #2),"The Year of Disappearances (Ethical Vampire, #2)",3.59,1294,137,Susan Hubbard,242473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.2,0.2,0.6,0.2
2531,7693853,The Season of Risks (Ethical Vampire #3),The Season of Risks (Ethical Vampire #3),3.72,428,47,Susan Hubbard,242473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,0.2,0.1,0.7,0.15
2532,1029770,The Night Watch (Watch #1),"The Night Watch (Watch, #1)",3.98,39604,2187,Sergei Lukyanenko,32637,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928296l/1029770._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928296l/1029770._SY75_.jpg,1998,0.1,0.6,0.3,0.35
2533,104160,Day Watch (Watch #2),Day Watch (Watch #2),4.06,20351,691,Sergei Lukyanenko,32637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,0.5,0.1,0.4,0.3
2534,2192092,The Last Watch (Watch #4),The Last Watch (Watch #4),4.12,12988,431,Sergei Lukyanenko,32637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.5,0.5,0,0.5
2535,6550253,Winter Born (Dark-Hunter #6.5),"Winter Born (Were-Hunter, #1.5; Dark-Hunterverse #6.5)",4.27,5605,186,Sherrilyn Kenyon,4430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.3,0.5,0.2,0.4
2536,84134,Dragonswan,Dragonswan (Were-Hunter #0.5),3.98,17402,478,Sherrilyn Kenyon,4430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.4,0.1,0.5,0.25
2537,3426508,Fear the Darkness (Dark-Hunter #10.5),Fear the Darkness (Dark-Hunterverse #11.5),4.14,10638,243,Sherrilyn Kenyon,4430,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1257523316l/3426508._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1257523316l/3426508._SY75_.jpg,2007,0.3,0.6,0.1,0.45
2538,6875246,A Dark-Hunter Christmas (Dark-Hunter #2.6),A Dark-Hunter Christmas (Dark-Hunter #3.6),4.07,7193,245,Sherrilyn Kenyon,4430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.1,0.6,0.3,0.35
2539,6875253,Second Chances (Dark-Hunter #7.5),Second Chances  (Dark-Hunter #7.5),4.19,4193,119,Sherrilyn Kenyon,4430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,0.1,0.5,0.4,0.3
2541,86451,Ill Wind (Weather Warden #1),"Ill Wind (Weather Warden, #1)",3.73,18180,1342,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,0.2,0.3,0.5,0.25
2542,157526,Heat Stroke (Weather Warden #2),"Heat Stroke (Weather Warden, #2)",3.84,10083,482,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.2,0.7,0.1,0.45
2543,175983,Memories of Ice (The Malazan Book of the Fallen #3),"Memories of Ice (Malazan Book of the Fallen, #3)",4.42,44949,1621,Steven Erikson,31232,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548497075l/175983._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548497075l/175983._SY75_.jpg,2001,0.1,0.4,0.5,0.25
2544,157568,Chill Factor (Weather Warden #3),"Chill Factor (Weather Warden, #3)",3.89,8456,308,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,0.1,0.1,0.8,0.1
2545,157569,Windfall (Weather Warden #4),"Windfall (Weather Warden, #4)",3.94,7594,254,Rachel Caine,15292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297552449l/157569._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297552449l/157569._SY75_.jpg,2005,0.1,0.3,0.6,0.2
2546,157572,Firestorm (Weather Warden #5),"Firestorm (Weather Warden, #5)",3.96,7296,207,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,0.2,0.3,0.5,0.25
2547,28650,Thin Air (Weather Warden #6),"Thin Air (Weather Warden, #6)",3.97,6333,206,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,0.4,0.5,0.1,0.45
2548,2295830,Gale Force (Weather Warden #7),"Gale Force (Weather Warden, #7)",3.99,6113,209,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,0.1,0.1,0.8,0.1
2549,5088467,Cape Storm (Weather Warden #8),"Cape Storm (Weather Warden, #8)",3.96,4835,201,Rachel Caine,15292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,0.3,0.1,0.6,0.2
2550,7048787,Total Eclipse (Weather Warden #9),"Total Eclipse (Weather Warden, #9)",4.1,4287,264,Rachel Caine,15292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265266930l/7048787._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265266930l/7048787._SY75_.jpg,2010,0.3,0.7,0,0.5
2551,34510,Moving Pictures (Discworld #10),"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",3.93,67756,1640,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320456553l/34510._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320456553l/34510._SY75_.jpg,1990,0.1,0.3,0.6,0.2
2552,2442,Witches Abroad (Discworld #12),"Witches Abroad (Discworld, #12; Witches #3)",4.21,73556,2017,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403326937l/2442._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403326937l/2442._SY75_.jpg,1991,0.6,0.1,0.3,0.35
2553,34529,Lords and Ladies (Discworld #14),"Lords and Ladies (Discworld, #14; Witches #4)",4.16,67885,1562,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469186110l/34529._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469186110l/34529._SY75_.jpg,1992,0.5,0.2,0.3,0.35
2554,400354,Men at Arms (Discworld #15),"Men at Arms (Discworld, #15; City Watch #2)",4.36,83129,1961,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,0.3,0.7,0,0.5
2555,1277613,Midnight Tides (The Malazan Book of the Fallen #5),"Midnight Tides (The Malazan Book of the Fallen, #5)",4.38,31886,1100,Steven Erikson,31232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.1,0.7,0.2,0.4
2556,34502,Soul Music (Discworld #16),"Soul Music (Discworld, #16; Death, #3)",4.03,66768,1756,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,0.5,0.3,0.2,0.4
2557,884288,Interesting Times (Discworld #17),"Interesting Times (Discworld, #17; Rincewind #5)",4.14,45203,1129,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430881376l/884288._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430881376l/884288._SY75_.jpg,1994,0.2,0.1,0.7,0.15
2558,78876,Maskerade (Discworld #18),"Maskerade (Discworld, #18; Witches #5)",4.07,53145,1388,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,0.2,0.2,0.6,0.2
2559,34532,Hogfather (Discworld #20),"Hogfather (Discworld, #20; Death, #4)",4.22,76780,2409,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416342611l/34532._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416342611l/34532._SY75_.jpg,1996,0.2,0.8,0,0.5
2560,45109,Golden Fool (Tawny Man #2),"Golden Fool (Tawny Man, #2)",4.31,66537,1358,Robin Hobb,25307,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,0.3,0.1,0.6,0.2
2561,47990,Jingo (Discworld #21),"Jingo (Discworld, #21; City Watch, #4)",4.15,53929,1417,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921813l/47990._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921813l/47990._SY75_.jpg,1997,0.5,0.2,0.3,0.35
2562,47994,The Last Continent (Discworld #22),"The Last Continent (Discworld, #22; Rincewind #6)",3.98,50095,1163,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332672492l/47994._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332672492l/47994._SY75_.jpg,1998,0.1,0.4,0.5,0.25
2563,48002,Thief of Time (Discworld #26),"Thief of Time (Discworld, #26; Death, #5)",4.24,61687,1616,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.5,0.3,0.2,0.4
2564,34503,The Last Hero (Discworld #27),The Last Hero (Discworld #27; Rincewind #7),4.18,31009,888,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.4,0.5,0.1,0.45
2565,34534,The Amazing Maurice and His Educated Rodents (Discworld #28),"The Amazing Maurice and His Educated Rodents (Discworld, #28)",4.02,39947,1647,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,0.1,0.5,0.4,0.3
2566,34494,The Wee Free Men (Discworld #30),"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",4.26,94071,4262,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443764106l/34494._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443764106l/34494._SY75_.jpg,2003,0.1,0.4,0.5,0.25
2567,34501,A Hat Full of Sky (Discworld #32),"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",4.28,63828,1989,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319037274l/34501._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319037274l/34501._SY75_.jpg,2004,0.1,0.2,0.7,0.15
2568,64222,Going Postal (Discworld #33),"Going Postal (Discworld, #33; Moist von Lipwig, #1)",4.37,103437,3166,Terry Pratchett,1654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,0.1,0.1,0.8,0.1
2569,34492,Wintersmith (Discworld #35),"Wintersmith (Discworld, #35; Tiffany Aching, #3)",4.21,53822,1799,Terry Pratchett,1654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290229201l/34492._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290229201l/34492._SX50_.jpg,2006,0.1,0.2,0.7,0.15
2570,8475505,Rebel Belle (Rebel Belle #1),"Rebel Belle (Rebel Belle, #1)",3.83,38291,5458,Rachel Hawkins,2261547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371650817l/8475505._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371650817l/8475505._SY75_.jpg,2014,0.2,0.4,0.4,0.3
2571,5287473,Hex Hall (Hex Hall #1),"Hex Hall (Hex Hall, #1)",3.93,132343,8415,Rachel Hawkins,2261547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368393885l/5287473._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368393885l/5287473._SY75_.jpg,2010,0.2,0.5,0.3,0.35
2572,8428064,Demonglass (Hex Hall #2),"Demonglass (Hex Hall, #2)",4.1,88051,4839,Rachel Hawkins,2261547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287692542l/8428064._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287692542l/8428064._SY75_.jpg,2011,0.5,0.5,0,0.5
2573,11454587,Spell Bound (Hex Hall #3),"Spell Bound (Hex Hall, #3)",4.07,57154,4097,Rachel Hawkins,2261547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313010167l/11454587._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313010167l/11454587._SY75_.jpg,2012,0.4,0.3,0.3,0.35
2574,15826934,School Spirits (School Spirits #1),School Spirits,3.94,11997,1403,Rachel Hawkins,2261547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354294039l/15826934._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354294039l/15826934._SY75_.jpg,2013,0.2,0.7,0.1,0.45
2575,6487308,Fallen (Fallen #1),"Fallen (Fallen, #1)",3.73,493767,19720,Lauren Kate,2905297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649l/6487308._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649l/6487308._SY75_.jpg,2009,0.2,0.4,0.4,0.3
2576,7740152,Torment (Fallen #2),"Torment (Fallen, #2)",3.87,207739,7916,Lauren Kate,2905297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749l/7740152._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749l/7740152._SY75_.jpg,2010,0.2,0.4,0.4,0.3
2577,9369720,Passion (Fallen #3),"Passion (Fallen, #3)",3.88,146582,5997,Lauren Kate,2905297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339802l/9369720._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339802l/9369720._SY75_.jpg,2011,0.2,0.2,0.6,0.2
2578,12716010,Rapture (Fallen #4),"Rapture (Fallen, #4)",4.01,102799,5701,Lauren Kate,2905297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339818l/12716010._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339818l/12716010._SY75_.jpg,2012,0.6,0.2,0.2,0.4
2579,12588363,Fallen in Love (Fallen #0),"Fallen in Love (Fallen, #3.5)",3.76,39302,1839,Lauren Kate,2905297,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339849l/12588363._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339849l/12588363._SY75_.jpg,2012,0.3,0.5,0.2,0.4
